measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Canada,Male,15-19 years,Diabetes mellitus type 1,Number,2019,1.1235186678131261,1.4664635102940986,0.8459560021557155
Deaths,Canada,Female,15-19 years,Diabetes mellitus type 1,Number,2019,0.8788029629079375,1.163935733567667,0.6422935132508015
Deaths,Canada,Both,15-19 years,Diabetes mellitus type 1,Number,2019,2.0023216307210663,2.459350209771516,1.6161152131851575
Deaths,Canada,Male,15-19 years,Diabetes mellitus type 1,Percent,2019,0.002432741371339898,0.0031616716476825777,0.0018451954178975408
Deaths,Canada,Female,15-19 years,Diabetes mellitus type 1,Percent,2019,0.003851271867238931,0.005098421302668558,0.002803086867595724
Deaths,Canada,Both,15-19 years,Diabetes mellitus type 1,Percent,2019,0.00290192756955971,0.003540416943883385,0.0023390757942413592
Deaths,Canada,Male,15-19 years,Diabetes mellitus type 1,Rate,2019,0.10795827216611446,0.14091164775585072,0.08128743289957988
Deaths,Canada,Female,15-19 years,Diabetes mellitus type 1,Rate,2019,0.08895072267336834,0.11781130585132894,0.06501169725580526
Deaths,Canada,Both,15-19 years,Diabetes mellitus type 1,Rate,2019,0.09870152921492388,0.12123008754196893,0.07966404621590935
Deaths,Canada,Male,20-24 years,Diabetes mellitus type 1,Number,2019,3.542834426525055,4.303300367842862,2.8090532373542834
Deaths,Canada,Female,20-24 years,Diabetes mellitus type 1,Number,2019,2.2473385690326633,3.0263591802189085,1.64644946992905
Deaths,Canada,Both,20-24 years,Diabetes mellitus type 1,Number,2019,5.790172995557718,6.789852867941058,4.891054764731063
Deaths,Canada,Male,20-24 years,Diabetes mellitus type 1,Percent,2019,0.004107528873005757,0.005020050602505064,0.0032512390742040374
Deaths,Canada,Female,20-24 years,Diabetes mellitus type 1,Percent,2019,0.0066805222434146395,0.009020317575002042,0.004885465200378486
Deaths,Canada,Both,20-24 years,Diabetes mellitus type 1,Percent,2019,0.004829445658915751,0.005654750097830859,0.004091846199966474
Deaths,Canada,Male,20-24 years,Diabetes mellitus type 1,Rate,2019,0.31536977902038865,0.3830635933489236,0.25005134083837005
Deaths,Canada,Female,20-24 years,Diabetes mellitus type 1,Rate,2019,0.2091775381451923,0.2816871349890906,0.15324804706593803
Deaths,Canada,Both,20-24 years,Diabetes mellitus type 1,Rate,2019,0.26345798183310154,0.30894429836619175,0.22254730874877834
Deaths,Canada,Male,25-29 years,Diabetes mellitus type 1,Number,2019,8.798688362866857,10.569152806650555,7.130798820661805
Deaths,Canada,Female,25-29 years,Diabetes mellitus type 1,Number,2019,4.150675891702085,5.595536278765041,2.9647239397198066
Deaths,Canada,Both,25-29 years,Diabetes mellitus type 1,Number,2019,12.94936425456896,15.039695433146173,10.99551976747143
Deaths,Canada,Male,25-29 years,Diabetes mellitus type 1,Percent,2019,0.008123418999786976,0.009770802520171675,0.006570871533674892
Deaths,Canada,Female,25-29 years,Diabetes mellitus type 1,Percent,2019,0.00963520267683297,0.012928708998346786,0.006912321151456652
Deaths,Canada,Both,25-29 years,Diabetes mellitus type 1,Percent,2019,0.008553606683070097,0.009901622833547251,0.00725757516620151
Deaths,Canada,Male,25-29 years,Diabetes mellitus type 1,Rate,2019,0.7272319880166246,0.8735649781244866,0.5893770512866329
Deaths,Canada,Female,25-29 years,Diabetes mellitus type 1,Rate,2019,0.3490417785462505,0.47054407176545726,0.24931180940608175
Deaths,Canada,Both,25-29 years,Diabetes mellitus type 1,Rate,2019,0.5397703944842541,0.6269019989925805,0.45832798628344934
Deaths,Canada,Male,30-34 years,Diabetes mellitus type 1,Number,2019,11.600870168055556,14.501637230346013,8.808387049033833
Deaths,Canada,Female,30-34 years,Diabetes mellitus type 1,Number,2019,5.293363133743256,7.13704830560948,3.7071822151959024
Deaths,Canada,Both,30-34 years,Diabetes mellitus type 1,Number,2019,16.894233301798796,20.24830428945005,13.736058362160385
Deaths,Canada,Male,30-34 years,Diabetes mellitus type 1,Percent,2019,0.009939184646165557,0.012451829398591416,0.007521256233807407
Deaths,Canada,Female,30-34 years,Diabetes mellitus type 1,Percent,2019,0.009455640941551298,0.012741007921838987,0.00660459809357108
Deaths,Canada,Both,30-34 years,Diabetes mellitus type 1,Percent,2019,0.009782500553735234,0.011665534842627829,0.00794529725625166
Deaths,Canada,Male,30-34 years,Diabetes mellitus type 1,Rate,2019,0.9697829047413117,1.2122745684608336,0.7363433134541801
Deaths,Canada,Female,30-34 years,Diabetes mellitus type 1,Rate,2019,0.43606182983628305,0.5879427247178471,0.30539387142927454
Deaths,Canada,Both,30-34 years,Diabetes mellitus type 1,Rate,2019,0.7009660638517844,0.8401312982896821,0.5699288384952498
Deaths,Canada,Male,35-39 years,Diabetes mellitus type 1,Number,2019,18.75462074741285,22.902273508402928,14.85113005703001
Deaths,Canada,Female,35-39 years,Diabetes mellitus type 1,Number,2019,7.525107608038562,10.128647585076182,5.197044285030712
Deaths,Canada,Both,35-39 years,Diabetes mellitus type 1,Number,2019,26.27972835545138,31.25801428417039,21.56620734183622
Deaths,Canada,Male,35-39 years,Diabetes mellitus type 1,Percent,2019,0.013921981855794418,0.017006809270529707,0.01098478961329603
Deaths,Canada,Female,35-39 years,Diabetes mellitus type 1,Percent,2019,0.009819369156672477,0.01322184689585724,0.006797494030241293
Deaths,Canada,Both,35-39 years,Diabetes mellitus type 1,Percent,2019,0.012434445183536298,0.014789377628630015,0.010202435890372119
Deaths,Canada,Male,35-39 years,Diabetes mellitus type 1,Rate,2019,1.561537979805748,1.9068777976863986,1.236527463787087
Deaths,Canada,Female,35-39 years,Diabetes mellitus type 1,Rate,2019,0.6055483569208578,0.8150562387202843,0.41820818937971
Deaths,Canada,Both,35-39 years,Diabetes mellitus type 1,Rate,2019,1.0753948572323673,1.2791116922454717,0.8825124883989408
Deaths,Canada,Male,40-44 years,Diabetes mellitus type 1,Number,2019,28.055888704663012,34.8741343580005,21.101854298283556
Deaths,Canada,Female,40-44 years,Diabetes mellitus type 1,Number,2019,11.239074558458206,15.061530150532136,7.996144071993639
Deaths,Canada,Both,40-44 years,Diabetes mellitus type 1,Number,2019,39.294963263121176,46.93108513909224,31.3572234489992
Deaths,Canada,Male,40-44 years,Diabetes mellitus type 1,Percent,2019,0.016066338115918885,0.019892057512801934,0.012167571793970213
Deaths,Canada,Female,40-44 years,Diabetes mellitus type 1,Percent,2019,0.010148875344918885,0.013654825960258975,0.007205300087850619
Deaths,Canada,Both,40-44 years,Diabetes mellitus type 1,Percent,2019,0.013769948963773789,0.01635097285945309,0.011025087400948914
Deaths,Canada,Male,40-44 years,Diabetes mellitus type 1,Rate,2019,2.4470077049107677,3.041688551535248,1.840483493478575
Deaths,Canada,Female,40-44 years,Diabetes mellitus type 1,Rate,2019,0.9396896450471465,1.2592819673368203,0.6685509332352292
Deaths,Canada,Both,40-44 years,Diabetes mellitus type 1,Rate,2019,1.6774226446867664,2.0033932701476456,1.338576558416566
Deaths,Canada,Male,45-49 years,Diabetes mellitus type 1,Number,2019,12.801477955387394,18.22474142857193,6.596929503193576
Deaths,Canada,Female,45-49 years,Diabetes mellitus type 1,Number,2019,4.769726930779407,7.835454751289641,2.730835656346149
Deaths,Canada,Both,45-49 years,Diabetes mellitus type 1,Number,2019,17.571204886166793,23.800858676959987,11.385630408473244
Deaths,Canada,Male,45-49 years,Diabetes mellitus type 1,Percent,2019,0.00485745463545588,0.006920788775477412,0.0025222364641163757
Deaths,Canada,Female,45-49 years,Diabetes mellitus type 1,Percent,2019,0.002776808852822255,0.004565006628326805,0.0015897260408092389
Deaths,Canada,Both,45-49 years,Diabetes mellitus type 1,Percent,2019,0.004036457311045239,0.00545856882997312,0.002622819579250417
Deaths,Canada,Male,45-49 years,Diabetes mellitus type 1,Rate,2019,1.1102158016646022,1.5805515570752526,0.5721226410291687
Deaths,Canada,Female,45-49 years,Diabetes mellitus type 1,Rate,2019,0.39889039723966896,0.6552760155149279,0.22837871760054143
Deaths,Canada,Both,45-49 years,Diabetes mellitus type 1,Rate,2019,0.7480893868882369,1.0133152444814977,0.4847401943572087
Deaths,Canada,Male,50-54 years,Diabetes mellitus type 1,Number,2019,22.557607142346328,33.43871543192398,10.796639626275564
Deaths,Canada,Female,50-54 years,Diabetes mellitus type 1,Number,2019,8.688558277581775,13.675408238954079,4.808570052665978
Deaths,Canada,Both,50-54 years,Diabetes mellitus type 1,Number,2019,31.24616541992809,42.25285088244573,18.88073075094672
Deaths,Canada,Male,50-54 years,Diabetes mellitus type 1,Percent,2019,0.005180906677858778,0.007666042944791232,0.0024612131437089747
Deaths,Canada,Female,50-54 years,Diabetes mellitus type 1,Percent,2019,0.0029297081695178694,0.004611380152358132,0.0016182173189511265
Deaths,Canada,Both,50-54 years,Diabetes mellitus type 1,Percent,2019,0.004268832624795004,0.0057729813341880105,0.0025760382330738325
Deaths,Canada,Male,50-54 years,Diabetes mellitus type 1,Rate,2019,1.8578080616574797,2.7539585519369565,0.889193787706821
Deaths,Canada,Female,50-54 years,Diabetes mellitus type 1,Rate,2019,0.6911152204918263,1.0877849326011544,0.382488768104757
Deaths,Canada,Both,50-54 years,Diabetes mellitus type 1,Rate,2019,1.2643180591038812,1.7096831467591478,0.7639737080273984
Deaths,Canada,Male,55-59 years,Diabetes mellitus type 1,Number,2019,41.37838412947887,61.192176966231884,22.282883484808977
Deaths,Canada,Female,55-59 years,Diabetes mellitus type 1,Number,2019,15.436893595099034,25.121759070882185,8.478372832580956
Deaths,Canada,Both,55-59 years,Diabetes mellitus type 1,Number,2019,56.81527772457781,79.46965018181061,36.17345716787273
Deaths,Canada,Male,55-59 years,Diabetes mellitus type 1,Percent,2019,0.005383594205999913,0.00799923925753589,0.0028807689315591186
Deaths,Canada,Female,55-59 years,Diabetes mellitus type 1,Percent,2019,0.003044984015303208,0.004926307149716016,0.0016637297805887153
Deaths,Canada,Both,55-59 years,Diabetes mellitus type 1,Percent,2019,0.004454115962010723,0.006233215591367074,0.0028481664611886585
Deaths,Canada,Male,55-59 years,Diabetes mellitus type 1,Rate,2019,3.109758588635037,4.59884797053846,1.6746518684636527
Deaths,Canada,Female,55-59 years,Diabetes mellitus type 1,Rate,2019,1.1196547968522101,1.8221086953665893,0.6149456659152301
Deaths,Canada,Both,55-59 years,Diabetes mellitus type 1,Rate,2019,2.0970332513945866,2.9331987025711728,1.3351504302532309
Deaths,Canada,Male,60-64 years,Diabetes mellitus type 1,Number,2019,36.99725907413311,55.152232517311845,18.21013181916738
Deaths,Canada,Female,60-64 years,Diabetes mellitus type 1,Number,2019,15.902558500932075,26.393551705108052,8.483801617427549
Deaths,Canada,Both,60-64 years,Diabetes mellitus type 1,Number,2019,52.899817575065256,73.24846922179724,34.76929081011517
Deaths,Canada,Male,60-64 years,Diabetes mellitus type 1,Percent,2019,0.003333132892474685,0.004925323459068891,0.0016208724822735945
Deaths,Canada,Female,60-64 years,Diabetes mellitus type 1,Percent,2019,0.0021858994231728443,0.0036357045087773623,0.0011680476911840826
Deaths,Canada,Both,60-64 years,Diabetes mellitus type 1,Percent,2019,0.0028789143649066494,0.004004890307053369,0.0018824651594714459
Deaths,Canada,Male,60-64 years,Diabetes mellitus type 1,Rate,2019,3.0512757975222766,4.548571339357728,1.5018446198454658
Deaths,Canada,Female,60-64 years,Diabetes mellitus type 1,Rate,2019,1.2494045727252225,2.0736426901928238,0.6665405780011019
Deaths,Canada,Both,60-64 years,Diabetes mellitus type 1,Rate,2019,2.1284837767606537,2.9472347081332133,1.3989815997718444
Deaths,Canada,Male,65-69 years,Diabetes mellitus type 1,Number,2019,49.60952360062449,74.714510018558,27.028216826656756
Deaths,Canada,Female,65-69 years,Diabetes mellitus type 1,Number,2019,22.34878814029381,37.41326936549449,12.73692364432837
Deaths,Canada,Both,65-69 years,Diabetes mellitus type 1,Number,2019,71.95831174091829,102.0950213784154,46.71552495524138
Deaths,Canada,Male,65-69 years,Diabetes mellitus type 1,Percent,2019,0.003486877922519392,0.0052404065275693966,0.00190219968073711
Deaths,Canada,Female,65-69 years,Diabetes mellitus type 1,Percent,2019,0.0023242268755709334,0.003872799867881732,0.0013245329954450398
Deaths,Canada,Both,65-69 years,Diabetes mellitus type 1,Percent,2019,0.0030179894861019126,0.004236360436336794,0.0019568269281804718
Deaths,Canada,Male,65-69 years,Diabetes mellitus type 1,Rate,2019,4.933169404642081,7.429608433122217,2.6876849974349937
Deaths,Canada,Female,65-69 years,Diabetes mellitus type 1,Rate,2019,2.071380204012223,3.467620035796864,1.1805119513084312
Deaths,Canada,Both,65-69 years,Diabetes mellitus type 1,Rate,2019,3.4519596996485946,4.897667702404525,2.2410213023622507
Deaths,Canada,Male,70-74 years,Diabetes mellitus type 1,Number,2019,43.11022536741787,68.93459779532945,22.18165478700481
Deaths,Canada,Female,70-74 years,Diabetes mellitus type 1,Number,2019,22.477962746955352,38.76256735651797,12.546851398203218
Deaths,Canada,Both,70-74 years,Diabetes mellitus type 1,Number,2019,65.58818811437317,100.13606597816347,42.578958011526986
Deaths,Canada,Male,70-74 years,Diabetes mellitus type 1,Percent,2019,0.002380137532149974,0.003808696621811356,0.0012318338045474093
Deaths,Canada,Female,70-74 years,Diabetes mellitus type 1,Percent,2019,0.0017261650134251683,0.0029750482675094067,0.0009688499470165517
Deaths,Canada,Both,70-74 years,Diabetes mellitus type 1,Percent,2019,0.0021066128675933963,0.003204403694998077,0.0013667398729550894
Deaths,Canada,Male,70-74 years,Diabetes mellitus type 1,Rate,2019,5.295898375013684,8.468307027743412,2.7249170826742395
Deaths,Canada,Female,70-74 years,Diabetes mellitus type 1,Rate,2019,2.5190022005992954,4.343943157623261,1.406068096048752
Deaths,Canada,Both,70-74 years,Diabetes mellitus type 1,Rate,2019,3.843734107200906,5.868380012114396,2.4952998072242205
Deaths,Canada,Male,75-79 years,Diabetes mellitus type 1,Number,2019,39.602960927483245,64.66187396512419,19.673011224848963
Deaths,Canada,Female,75-79 years,Diabetes mellitus type 1,Number,2019,24.596164676037244,41.963171523047784,12.689368349991467
Deaths,Canada,Both,75-79 years,Diabetes mellitus type 1,Number,2019,64.19912560352041,95.97302926139693,38.86759895635482
Deaths,Canada,Male,75-79 years,Diabetes mellitus type 1,Percent,2019,0.0020002661564352034,0.00324798971764547,0.0009948158889445187
Deaths,Canada,Female,75-79 years,Diabetes mellitus type 1,Percent,2019,0.0016173041732731814,0.002775209256011048,0.0008341251635238872
Deaths,Canada,Both,75-79 years,Diabetes mellitus type 1,Percent,2019,0.0018338936088442082,0.0027346425231549497,0.0011086486398009128
Deaths,Canada,Male,75-79 years,Diabetes mellitus type 1,Rate,2019,7.304043702450085,11.925703085393033,3.6283280436582146
Deaths,Canada,Female,75-79 years,Diabetes mellitus type 1,Rate,2019,3.9339426115664553,6.711644304927731,2.0295541001369184
Deaths,Canada,Both,75-79 years,Diabetes mellitus type 1,Rate,2019,5.499158999713261,8.220843237833975,3.3293149180580692
Deaths,Canada,Male,80+ years,Diabetes mellitus type 1,Number,2019,46.90860041265519,64.52564052778202,20.807398687707433
Deaths,Canada,Female,80+ years,Diabetes mellitus type 1,Number,2019,49.0839712905605,82.18366360815091,17.63977885938178
Deaths,Canada,Both,80+ years,Diabetes mellitus type 1,Number,2019,95.9925717032157,128.9653502456285,46.60557832690763
Deaths,Canada,Male,80+ years,Diabetes mellitus type 1,Percent,2019,0.0007563991269078453,0.001041618338917591,0.000335803193343469
Deaths,Canada,Female,80+ years,Diabetes mellitus type 1,Percent,2019,0.0006054781453793434,0.001017764483124608,0.0002182548879996205
Deaths,Canada,Both,80+ years,Diabetes mellitus type 1,Percent,2019,0.0006708920545105927,0.0009010657341006958,0.00032539456527620986
Deaths,Canada,Male,80+ years,Diabetes mellitus type 1,Rate,2019,7.216938281059825,9.927338721221414,3.2012405144809484
Deaths,Canada,Female,80+ years,Diabetes mellitus type 1,Rate,2019,5.047631611156993,8.451493378429486,1.814015920948061
Deaths,Canada,Both,80+ years,Diabetes mellitus type 1,Rate,2019,5.916719714961985,7.949071650090253,2.8726404472897547
Deaths,Canada,Male,All ages,Diabetes mellitus type 1,Number,2019,366.22347816271173,479.5442668934357,221.89821480610456
Deaths,Canada,Female,All ages,Diabetes mellitus type 1,Number,2019,195.86376974622232,286.74196551943254,129.02441458831868
Deaths,Canada,Both,All ages,Diabetes mellitus type 1,Number,2019,562.0872479089334,701.7618521455018,399.91663083791775
Deaths,Canada,Male,All ages,Diabetes mellitus type 1,Percent,2019,0.0024776541868298686,0.003236332851108582,0.0015006338972901245
Deaths,Canada,Female,All ages,Diabetes mellitus type 1,Percent,2019,0.0013952136711243078,0.002051399285586704,0.000918701215003057
Deaths,Canada,Both,All ages,Diabetes mellitus type 1,Percent,2019,0.0019503828100425422,0.0024354472169347027,0.0013855868203521496
Deaths,Canada,Male,All ages,Diabetes mellitus type 1,Rate,2019,2.038000476859867,2.6686203995092384,1.2348434618609336
Deaths,Canada,Female,All ages,Diabetes mellitus type 1,Rate,2019,1.0558639261011815,1.5457708073504342,0.6955458129221279
Deaths,Canada,Both,All ages,Diabetes mellitus type 1,Rate,2019,1.5391284400870349,1.9215906940131968,1.095066757832142
Deaths,Canada,Male,5-14 years,Diabetes mellitus type 1,Number,2019,0.5660872046949713,1.0763846099055498,0.3771898545706182
Deaths,Canada,Female,5-14 years,Diabetes mellitus type 1,Number,2019,0.7113201776298871,1.3562431286587286,0.48094053887042226
Deaths,Canada,Both,5-14 years,Diabetes mellitus type 1,Number,2019,1.2774073823248575,2.247207677149892,0.8656589846596849
Deaths,Canada,Male,5-14 years,Diabetes mellitus type 1,Percent,2019,0.0025390484810636255,0.004821710609789671,0.001690589180351352
Deaths,Canada,Female,5-14 years,Diabetes mellitus type 1,Percent,2019,0.003836861809803759,0.007312360765095624,0.002609614443762731
Deaths,Canada,Both,5-14 years,Diabetes mellitus type 1,Percent,2019,0.003128331016333577,0.0055442321135157485,0.002120595499826255
Deaths,Canada,Male,5-14 years,Diabetes mellitus type 1,Rate,2019,0.026412262964536172,0.05022150850967228,0.01759876842975538
Deaths,Canada,Female,5-14 years,Diabetes mellitus type 1,Rate,2019,0.03497701374145954,0.06668914511312925,0.023648793280328442
Deaths,Canada,Both,5-14 years,Diabetes mellitus type 1,Rate,2019,0.03058227711034364,0.05380016497322251,0.020724651601542604
Deaths,Canada,Male,15-49 years,Diabetes mellitus type 1,Number,2019,84.67789903272389,96.18642886990635,67.64548647462556
Deaths,Canada,Female,15-49 years,Diabetes mellitus type 1,Number,2019,36.10408965466206,43.875360189109294,28.381802030338967
Deaths,Canada,Both,15-49 years,Diabetes mellitus type 1,Number,2019,120.78198868738583,134.83347982719235,101.5888461512724
Deaths,Canada,Male,15-49 years,Diabetes mellitus type 1,Percent,2019,0.009101809569723266,0.010348902673065902,0.007251053564366789
Deaths,Canada,Female,15-49 years,Diabetes mellitus type 1,Percent,2019,0.007015057920682362,0.008499150176889844,0.005572842482608024
Deaths,Canada,Both,15-49 years,Diabetes mellitus type 1,Percent,2019,0.008358597672591254,0.009318892639101956,0.007054129528192717
Deaths,Canada,Male,15-49 years,Diabetes mellitus type 1,Rate,2019,1.0491825893355171,1.191776457061902,0.8381462868945427
Deaths,Canada,Female,15-49 years,Diabetes mellitus type 1,Rate,2019,0.4457359383109388,0.5416789352587291,0.3503976773809854
Deaths,Canada,Both,15-49 years,Diabetes mellitus type 1,Rate,2019,0.7469174516868196,0.8338120629496679,0.6282267986454942
Deaths,Canada,Male,50-69 years,Diabetes mellitus type 1,Number,2019,150.542773946583,200.75985833254666,85.12677968251356
Deaths,Canada,Female,50-69 years,Diabetes mellitus type 1,Number,2019,62.37679851390658,95.57244676265465,39.92168814301219
Deaths,Canada,Both,50-69 years,Diabetes mellitus type 1,Number,2019,212.9195724604892,276.1151899260025,145.39813648640603
Deaths,Canada,Male,50-69 years,Diabetes mellitus type 1,Percent,2019,0.004028734763865777,0.005391064140210724,0.002283145428877222
Deaths,Canada,Female,50-69 years,Diabetes mellitus type 1,Percent,2019,0.0025024885333471292,0.0038120463423744325,0.0016085458977250099
Deaths,Canada,Both,50-69 years,Diabetes mellitus type 1,Percent,2019,0.003418020043203727,0.004414773106869434,0.0023260067623524145
Deaths,Canada,Male,50-69 years,Diabetes mellitus type 1,Rate,2019,3.160702493499015,4.215029178692727,1.7872689452469699
Deaths,Canada,Female,50-69 years,Diabetes mellitus type 1,Rate,2019,1.2506271180051087,1.916185128174345,0.8004121240217708
Deaths,Canada,Both,50-69 years,Diabetes mellitus type 1,Rate,2019,2.1836573172509897,2.8317779709892466,1.4911719997564619
Deaths,Canada,Male,70+ years,Diabetes mellitus type 1,Number,2019,129.62178670755645,184.34447400147073,67.57908883638545
Deaths,Canada,Female,70+ years,Diabetes mellitus type 1,Number,2019,96.15809871355302,157.72489004413868,48.51636871697949
Deaths,Canada,Both,70+ years,Diabetes mellitus type 1,Number,2019,225.77988542110953,305.51686252903585,138.40447262510827
Deaths,Canada,Male,70+ years,Diabetes mellitus type 1,Percent,2019,0.00129716112975009,0.001845679562584686,0.0006780008329314762
Deaths,Canada,Female,70+ years,Diabetes mellitus type 1,Percent,2019,0.0008797950619019503,0.0014350667996148089,0.00044609946046049004
Deaths,Canada,Both,70+ years,Diabetes mellitus type 1,Percent,2019,0.0010791335229816195,0.0014571815845158805,0.0006667960657815134
Deaths,Canada,Male,70+ years,Diabetes mellitus type 1,Rate,2019,6.461009627645654,9.18866690222335,3.3684857668603194
Deaths,Canada,Female,70+ years,Diabetes mellitus type 1,Rate,2019,3.8618001565328695,6.334380704386107,1.9484632372336037
Deaths,Canada,Both,70+ years,Diabetes mellitus type 1,Rate,2019,5.021574711921107,6.795006331409205,3.0782564994872668
Deaths,Canada,Male,Age-standardized,Diabetes mellitus type 1,Rate,2019,1.3679498144573128,1.7336815834478425,0.8802710614070884
Deaths,Canada,Female,Age-standardized,Diabetes mellitus type 1,Rate,2019,0.6189462965958663,0.8609706893092173,0.45178382884882107
Deaths,Canada,Both,Age-standardized,Diabetes mellitus type 1,Rate,2019,0.977695959790551,1.184148989215991,0.7292519254219411
Deaths,Canada,Male,<1 year,Diabetes mellitus type 1,Number,2019,0.4979972010316334,0.7656248151852143,0.3162658053602613
Deaths,Canada,Female,<1 year,Diabetes mellitus type 1,Number,2019,0.23439207711037696,0.4378444120691349,0.11936791757013848
Deaths,Canada,Both,<1 year,Diabetes mellitus type 1,Number,2019,0.732389278142011,1.1450660302901474,0.4465847653627312
Deaths,Canada,Male,<1 year,Diabetes mellitus type 1,Percent,2019,0.0005911123860370437,0.0008983236906953574,0.0003805440067944763
Deaths,Canada,Female,<1 year,Diabetes mellitus type 1,Percent,2019,0.00033054662969950557,0.0006315494948368155,0.00017281920972845344
Deaths,Canada,Both,<1 year,Diabetes mellitus type 1,Percent,2019,0.0004719586583592279,0.0007398744314742553,0.00029026097483026407
Deaths,Canada,Male,<1 year,Diabetes mellitus type 1,Rate,2019,0.26092771752381444,0.4011523259408448,0.16570879224327606
Deaths,Canada,Female,<1 year,Diabetes mellitus type 1,Rate,2019,0.12879366027452288,0.24058656400137235,0.06559023330795437
Deaths,Canada,Both,<1 year,Diabetes mellitus type 1,Rate,2019,0.19643170997115647,0.30711437902312383,0.1197770253133871
Deaths,Canada,Male,80-84,Diabetes mellitus type 1,Number,2019,17.049298084047177,27.225152629792262,7.10366682764143
Deaths,Canada,Female,80-84,Diabetes mellitus type 1,Number,2019,12.609431071605876,22.899617634407207,5.083633951487538
Deaths,Canada,Both,80-84,Diabetes mellitus type 1,Number,2019,29.65872915565302,45.05710886816903,15.281435647671287
Deaths,Canada,Male,80-84,Diabetes mellitus type 1,Percent,2019,0.000786468160002157,0.0012548310482996007,0.00032491162404009113
Deaths,Canada,Female,80-84,Diabetes mellitus type 1,Percent,2019,0.0006582848103895561,0.0011920069146118004,0.000265913163385404
Deaths,Canada,Both,80-84,Diabetes mellitus type 1,Percent,2019,0.0007263369920895962,0.0010953462309892536,0.00037279079324907793
Deaths,Canada,Male,80-84,Diabetes mellitus type 1,Rate,2019,4.900153160223269,7.824804108578831,2.0416708818769966
Deaths,Canada,Female,80-84,Diabetes mellitus type 1,Rate,2019,2.850530577944756,5.176764908696834,1.149223461669462
Deaths,Canada,Both,80-84,Diabetes mellitus type 1,Rate,2019,3.7529022722799934,5.701354409566414,1.9336544821211592
Deaths,Canada,Male,85-89,Diabetes mellitus type 1,Number,2019,14.739950686155536,22.607186654747785,5.952419602325498
Deaths,Canada,Female,85-89,Diabetes mellitus type 1,Number,2019,13.178321944836718,23.630703172787555,5.102021267777682
Deaths,Canada,Both,85-89,Diabetes mellitus type 1,Number,2019,27.918272630992252,40.13967318069233,13.691028507640283
Deaths,Canada,Male,85-89,Diabetes mellitus type 1,Percent,2019,0.0006913467788720264,0.0010581679315755607,0.00027933879810695185
Deaths,Canada,Female,85-89,Diabetes mellitus type 1,Percent,2019,0.0005541928542572404,0.0010034860356824419,0.00021415697695324087
Deaths,Canada,Both,85-89,Diabetes mellitus type 1,Percent,2019,0.0006190344846116858,0.0008869154728232653,0.0003075286442094491
Deaths,Canada,Male,85-89,Diabetes mellitus type 1,Rate,2019,7.267051468288547,11.145735319695799,2.934646155334673
Deaths,Canada,Female,85-89,Diabetes mellitus type 1,Rate,2019,4.308555391692228,7.7258845239005,1.6680683120224291
Deaths,Canada,Both,85-89,Diabetes mellitus type 1,Rate,2019,5.4881965076426065,7.890689265769293,2.691393405129743
Deaths,Canada,Male,90-94,Diabetes mellitus type 1,Number,2019,10.224474435617473,15.35843834685573,4.241430788571268
Deaths,Canada,Female,90-94,Diabetes mellitus type 1,Number,2019,13.099512826913532,22.955297513272367,3.51950261536558
Deaths,Canada,Both,90-94,Diabetes mellitus type 1,Number,2019,23.323987262531023,34.05677055098947,10.136581542847573
Deaths,Canada,Male,90-94,Diabetes mellitus type 1,Percent,2019,0.0007612990137137864,0.0011483354292861495,0.0003148959313631706
Deaths,Canada,Female,90-94,Diabetes mellitus type 1,Percent,2019,0.0005869177991131091,0.001029787993287632,0.00015902683801390644
Deaths,Canada,Both,90-94,Diabetes mellitus type 1,Percent,2019,0.0006524321900272742,0.000954743929001248,0.00028387530883476804
Deaths,Canada,Male,90-94,Diabetes mellitus type 1,Rate,2019,12.928551023847833,19.420299308710035,5.363166068775169
Deaths,Canada,Female,90-94,Diabetes mellitus type 1,Rate,2019,8.07276391799926,14.14653353454109,2.1689443033525153
Deaths,Canada,Both,90-94,Diabetes mellitus type 1,Rate,2019,9.663869670570415,14.110803110152625,4.199908096012161
Deaths,Canada,Male,20+ years,Diabetes mellitus type 1,Number,2019,363.71894101904957,476.37617187644713,219.05643494773597
Deaths,Canada,Female,20+ years,Diabetes mellitus type 1,Number,2019,193.76018391921352,284.6170982053099,126.64337339289507
Deaths,Canada,Both,20+ years,Diabetes mellitus type 1,Number,2019,557.4791249382635,695.3335950992373,394.49725943368435
Deaths,Canada,Male,20+ years,Diabetes mellitus type 1,Percent,2019,0.0024888924897495126,0.0032550320620917954,0.0014983394154743522
Deaths,Canada,Female,20+ years,Diabetes mellitus type 1,Percent,2019,0.0013925426042093916,0.0020510833927609683,0.0009116929005239761
Deaths,Canada,Both,20+ years,Diabetes mellitus type 1,Percent,2019,0.001954159477289636,0.0024456850044085325,0.001380968012078025
Deaths,Canada,Male,20+ years,Diabetes mellitus type 1,Rate,2019,2.6357750766940313,3.452172266434392,1.5874441127729133
Deaths,Canada,Female,20+ years,Diabetes mellitus type 1,Rate,2019,1.3280760508498965,1.9508298564913908,0.868042276797543
Deaths,Canada,Both,20+ years,Diabetes mellitus type 1,Rate,2019,1.963725210333388,2.4493188160889994,1.3896201294409836
Deaths,Canada,Male,0-14 years,Diabetes mellitus type 1,Number,2019,1.3810184758484616,2.024253765726601,1.0476925978151816
