measure,location,sex,age,cause,metric,year,val,upper,lower
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Injuries,Percent,2019,0.11752454385187255,0.1254395517289332,0.10593308454950416
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Injuries,Rate,2019,2904.3866441825667,3202.4423938541145,2567.7800499339714
YLLs (Years of Life Lost),Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2019,51183974.08246274,61972875.43897615,43501199.05934417
YLLs (Years of Life Lost),Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2019,0.030538193560701327,0.03703190499911516,0.02584722244820278
YLLs (Years of Life Lost),Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2019,661.508343851876,800.945509415262,562.2151593574139
YLLs (Years of Life Lost),Global,Both,All ages,Respiratory infections and tuberculosis,Number,2019,139784350.98876554,159058897.6641131,124788423.71672016
YLLs (Years of Life Lost),Global,Both,All ages,Respiratory infections and tuberculosis,Percent,2019,0.0833049630476078,0.08901062600625333,0.07750202643424754
YLLs (Years of Life Lost),Global,Both,All ages,Respiratory infections and tuberculosis,Rate,2019,1806.5911484327287,2055.6978987050506,1612.7818322926482
YLLs (Years of Life Lost),Global,Both,All ages,Enteric infections,Number,2019,85693162.81426491,108180739.3361035,67992900.51791807
YLLs (Years of Life Lost),Global,Both,All ages,Enteric infections,Percent,2019,0.0510530225892963,0.06248823668912711,0.041741195351959456
YLLs (Years of Life Lost),Global,Both,All ages,Enteric infections,Rate,2019,1107.509591212383,1398.1419574729123,878.74909718478
YLLs (Years of Life Lost),Global,Both,All ages,Other infectious diseases,Number,2019,47762573.443094075,62415338.28733257,37296171.70835884
YLLs (Years of Life Lost),Global,Both,All ages,Other infectious diseases,Percent,2019,0.028451337441079853,0.03646272486222456,0.02268897080445803
YLLs (Years of Life Lost),Global,Both,All ages,Other infectious diseases,Rate,2019,617.2897166121066,806.6639568644712,482.02057814156626
YLLs (Years of Life Lost),Global,Both,All ages,Maternal and neonatal disorders,Number,2019,178606117.28974292,211317395.467609,152987085.9699258
YLLs (Years of Life Lost),Global,Both,All ages,Maternal and neonatal disorders,Percent,2019,0.10634414804037325,0.11722753724000634,0.09653675370017595
YLLs (Years of Life Lost),Global,Both,All ages,Maternal and neonatal disorders,Rate,2019,2308.3287096816757,2731.0935270023465,1977.2250139788425
YLLs (Years of Life Lost),Low SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2019,18693293.47527259,24169613.510956213,14777089.72174987
YLLs (Years of Life Lost),Low SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2019,0.04607045697817458,0.05930001917246668,0.03575670012625148
YLLs (Years of Life Lost),Low SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2019,1656.21337922904,2141.4116950869115,1309.2403291910089
YLLs (Years of Life Lost),Low SDI,Both,All ages,Respiratory infections and tuberculosis,Number,2019,56099631.54837177,66818074.189883694,46660430.40588095
YLLs (Years of Life Lost),Low SDI,Both,All ages,Respiratory infections and tuberculosis,Percent,2019,0.1378366524462859,0.1497518105914658,0.12422206807435673
YLLs (Years of Life Lost),Low SDI,Both,All ages,Respiratory infections and tuberculosis,Rate,2019,4970.390074019742,5920.036969086853,4134.08312564239
YLLs (Years of Life Lost),Low SDI,Both,All ages,Enteric infections,Number,2019,47786508.52531422,60523601.60419159,37634769.90869602
YLLs (Years of Life Lost),Low SDI,Both,All ages,Enteric infections,Percent,2019,0.1173880515185749,0.13692154282165056,0.09768379421018562
YLLs (Years of Life Lost),Low SDI,Both,All ages,Enteric infections,Rate,2019,4233.852898685841,5362.350881003777,3334.415603619565
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Non-communicable diseases,Number,2019,205640075.74710694,223418883.19408917,189426356.17002344
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Non-communicable diseases,Percent,2019,0.4717474774566096,0.4920922163839757,0.4509647745221365
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Non-communicable diseases,Rate,2019,11657.716848369404,12665.595795921841,10738.56258720801
YLLs (Years of Life Lost),Low SDI,Both,All ages,Other infectious diseases,Number,2019,26287101.17879695,36635655.6167666,18933953.638209023
YLLs (Years of Life Lost),Low SDI,Both,All ages,Other infectious diseases,Percent,2019,0.0645638430501313,0.08639906391592062,0.04866852166320797
YLLs (Years of Life Lost),Low SDI,Both,All ages,Other infectious diseases,Rate,2019,2329.019695275287,3245.8947413187966,1677.535709733825
YLLs (Years of Life Lost),Low SDI,Both,All ages,Maternal and neonatal disorders,Number,2019,80537620.56846893,97790398.48749056,67157883.01751813
YLLs (Years of Life Lost),Low SDI,Both,All ages,Maternal and neonatal disorders,Percent,2019,0.19772110752676736,0.2102912527649324,0.18575218615382477
YLLs (Years of Life Lost),Low SDI,Both,All ages,Maternal and neonatal disorders,Rate,2019,7135.579660866836,8664.16431911066,5950.143805394364
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Enteric infections,Number,2019,27586238.12788861,36281844.18775024,20664424.29705085
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Enteric infections,Percent,2019,0.06323404647731826,0.08291564289763155,0.048940490798247485
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Enteric infections,Rate,2019,1563.8612845197858,2056.814386693784,1171.464299526123
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2019,14811243.506630406,17795806.132079598,12526805.373719271
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2019,0.03400400742078872,0.04116815914986802,0.02847865937597629
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2019,839.6480226202995,1008.8426014362539,710.1434364430098
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Respiratory infections and tuberculosis,Number,2019,45134311.36846346,50421775.397392444,40624674.39590272
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Respiratory infections and tuberculosis,Percent,2019,0.10347026794740871,0.10936313987738985,0.09787889027182105
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Respiratory infections and tuberculosis,Rate,2019,2558.6599312808744,2858.4057773726463,2303.009028974735
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Other infectious diseases,Number,2019,13414964.05220077,16864679.1667662,10898689.0785519
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Other infectious diseases,Percent,2019,0.030745290324568252,0.037790838086921984,0.02584296799302764
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Other infectious diseases,Rate,2019,760.4930696676748,956.057100010675,617.845674460959
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Maternal and neonatal disorders,Number,2019,63868517.63953271,74345081.4954838,54584283.63851316
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Maternal and neonatal disorders,Percent,2019,0.14626881479958156,0.15991537552228585,0.13305978483962927
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Maternal and neonatal disorders,Rate,2019,3620.700349684792,4214.6157843724195,3094.377984043418
YLLs (Years of Life Lost),High SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2019,457135.34418571455,515468.73556230933,429774.1473590664
YLLs (Years of Life Lost),High SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2019,0.0029451113783667006,0.003328467848555536,0.0027515861100821217
YLLs (Years of Life Lost),High SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2019,45.10975013902541,50.86604254395298,42.40976912015815
YLLs (Years of Life Lost),High SDI,Both,All ages,Respiratory infections and tuberculosis,Number,2019,5011531.099519107,5323070.835677337,4486434.828244482
YLLs (Years of Life Lost),High SDI,Both,All ages,Respiratory infections and tuberculosis,Percent,2019,0.032284452912727225,0.034083427518054515,0.029016286411934787
YLLs (Years of Life Lost),High SDI,Both,All ages,Respiratory infections and tuberculosis,Rate,2019,494.53388058618407,525.2763725750913,442.71780051841927
YLLs (Years of Life Lost),High SDI,Both,All ages,Enteric infections,Number,2019,412635.736785742,447452.36136304884,369551.9079170741
YLLs (Years of Life Lost),High SDI,Both,All ages,Enteric infections,Percent,2019,0.0026582552041710486,0.002859754842771269,0.002394213788370467
YLLs (Years of Life Lost),High SDI,Both,All ages,Enteric infections,Rate,2019,40.71856447239707,44.1542411387118,36.46708669887244
YLLs (Years of Life Lost),High SDI,Both,All ages,Other infectious diseases,Number,2019,486665.50976445456,573073.3011788456,427257.83397515083
YLLs (Years of Life Lost),High SDI,Both,All ages,Other infectious diseases,Percent,2019,0.003134844119439853,0.0036932724673127493,0.002762396234063067
YLLs (Years of Life Lost),High SDI,Both,All ages,Other infectious diseases,Rate,2019,48.023763259568156,56.55041500580616,42.16146132802689
YLLs (Years of Life Lost),High SDI,Both,All ages,Maternal and neonatal disorders,Number,2019,1933935.5312315088,2152372.3302785596,1729371.2701070753
YLLs (Years of Life Lost),High SDI,Both,All ages,Maternal and neonatal disorders,Percent,2019,0.012454828176033808,0.013663134781009102,0.011260626181254134
YLLs (Years of Life Lost),High SDI,Both,All ages,Maternal and neonatal disorders,Rate,2019,190.83921142486636,212.39438004507704,170.65297375135032
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Nutritional deficiencies,Number,2019,3018654.7063631923,3720660.759746967,2463139.372295786
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Nutritional deficiencies,Percent,2019,0.0069177336788227625,0.008271273922306949,0.00578786030711012
YLLs (Years of Life Lost),Low-middle SDI,Both,All ages,Nutritional deficiencies,Rate,2019,171.12725572546796,210.9239138742113,139.63514288726168
YLLs (Years of Life Lost),Low SDI,Both,All ages,Non-communicable diseases,Number,2019,105319816.66740093,120808972.9488706,92316933.80513039
YLLs (Years of Life Lost),Low SDI,Both,All ages,Non-communicable diseases,Percent,2019,0.2593380480484743,0.28665438762682266,0.23123256022437888
YLLs (Years of Life Lost),Low SDI,Both,All ages,Non-communicable diseases,Rate,2019,9331.26576615495,10703.59471933132,8179.21898565971
YLLs (Years of Life Lost),Low SDI,Both,All ages,Nutritional deficiencies,Number,2019,7151878.256977805,9228085.532231636,5554097.622235661
YLLs (Years of Life Lost),Low SDI,Both,All ages,Nutritional deficiencies,Percent,2019,0.01755897359284565,0.021189787467874643,0.014486876858239696
YLLs (Years of Life Lost),Low SDI,Both,All ages,Nutritional deficiencies,Rate,2019,633.6516607676675,817.6022456058442,492.08935833907395
YLLs (Years of Life Lost),Low SDI,Both,All ages,Neglected tropical diseases and malaria,Number,2019,31495502.099194117,55490783.73304445,15383360.64571413
YLLs (Years of Life Lost),Low SDI,Both,All ages,Neglected tropical diseases and malaria,Percent,2019,0.0773753806243509,0.1322093151246806,0.03796317587058045
YLLs (Years of Life Lost),Low SDI,Both,All ages,Neglected tropical diseases and malaria,Rate,2019,2790.4805555651724,4916.4465621932395,1362.9555301552157
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Injuries,Number,2019,55244729.96412478,59806729.24291063,50369524.974292785
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Injuries,Percent,2019,0.12832573060879215,0.1328603080670091,0.11813059175184458
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Injuries,Rate,2019,2305.1621809168214,2495.5178621493333,2101.7375615173696
YLLs (Years of Life Lost),Low SDI,Both,All ages,Injuries,Number,2019,33367592.958962567,38382734.8995488,28884514.124566898
YLLs (Years of Life Lost),Low SDI,Both,All ages,Injuries,Percent,2019,0.08214748621439541,0.0923843094040456,0.0718146714296648
YLLs (Years of Life Lost),Low SDI,Both,All ages,Injuries,Rate,2019,2956.3465616374724,3400.6848047469075,2559.1487561525164
YLLs (Years of Life Lost),Middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2019,14523519.318817405,17356970.559587292,12739069.280464573
YLLs (Years of Life Lost),Middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2019,0.03376341259615858,0.04076334671496691,0.0291650873500689
YLLs (Years of Life Lost),Middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2019,606.0137770479396,724.2434189691892,531.5551500473598
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Respiratory infections and tuberculosis,Number,2019,24925908.686074108,27445653.460302286,22753283.556137092
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Respiratory infections and tuberculosis,Percent,2019,0.057895985560348535,0.06161866059701169,0.054483491101259905
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Respiratory infections and tuberculosis,Rate,2019,1040.067750633172,1145.2075596771376,949.4119851675307
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Enteric infections,Number,2019,8778720.23661377,11399407.611756472,6810618.8420189945
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Enteric infections,Percent,2019,0.020388498969280616,0.026430049384467164,0.016045081489405828
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Enteric infections,Rate,2019,366.3041506299787,475.65592824040687,284.1824187294756
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Other infectious diseases,Number,2019,6184964.1100981645,7488212.908964057,5186707.865983751
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Other infectious diseases,Percent,2019,0.014360312527529466,0.01707984026589819,0.01228259758188398
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Other infectious diseases,Rate,2019,258.0761163315433,312.4559611678169,216.42250444329719
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Maternal and neonatal disorders,Number,2019,26461679.581119295,31092427.418531585,22584943.98013916
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Maternal and neonatal disorders,Percent,2019,0.06141538383649242,0.06979591159768715,0.05375508061123782
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Maternal and neonatal disorders,Rate,2019,1104.1498990681414,1297.3742082664521,942.3877853136444
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Neglected tropical diseases and malaria,Number,2019,5575100.84116832,8131346.166794097,3700471.777955708
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Neglected tropical diseases and malaria,Percent,2019,0.01294635578197923,0.01863535464225092,0.008605632956886577
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Neglected tropical diseases and malaria,Rate,2019,232.6287344006279,339.2915790485155,154.40726381743437
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Nutritional deficiencies,Number,2019,1484990.7360115384,1675023.1947029578,1326776.7431194715
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Nutritional deficiencies,Percent,2019,0.003448935418628578,0.0037777415524670624,0.003154421912343985
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Nutritional deficiencies,Rate,2019,61.96327660373358,69.89264176139787,55.36158060226034
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Non-communicable diseases,Number,2019,287358086.3621189,308763131.5657911,266918580.16714045
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Non-communicable diseases,Percent,2019,0.66745538470079,0.682560865988938,0.6526864965900653
YLLs (Years of Life Lost),Middle SDI,Both,All ages,Non-communicable diseases,Rate,2019,11990.410551246165,12883.565440705528,11137.544102122853
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Non-communicable diseases,Number,2019,1620165810.777062,1816695861.1829448,1429471142.3619664
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Non-communicable diseases,Percent,2019,0.638158188790194,0.6597154809589693,0.6141177407436443
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Non-communicable diseases,Rate,2019,20939.23384155084,23479.21379605121,18474.67112351302
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Neglected tropical diseases and malaria,Number,2019,62903804.673908025,95989237.10130572,38609885.53308258
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Neglected tropical diseases and malaria,Percent,2019,0.0247905695409398,0.03748906523580077,0.0158749989201717
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Neglected tropical diseases and malaria,Rate,2019,812.9769600300766,1240.5773955767554,498.9991866233581
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Injuries,Number,2019,249123806.0360606,274753825.60728025,226218036.2223944
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Injuries,Percent,2019,0.09821527332244495,0.10322123196337736,0.09206007822734888
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Injuries,Rate,2019,3219.7084985914585,3550.9542078858044,2923.67134778956
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Respiratory infections and tuberculosis,Number,2019,153045101.92589077,171785901.62733537,136777025.02342585
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Respiratory infections and tuberculosis,Percent,2019,0.060358978627808875,0.06633235334613788,0.05492285235954118
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Respiratory infections and tuberculosis,Rate,2019,1977.9748197458935,2220.183354647637,1767.7240761817673
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Enteric infections,Number,2019,96835558.79383524,119697444.83441684,79185577.49213324
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Enteric infections,Percent,2019,0.0381762324732348,0.04635351741472904,0.03172112005745859
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Enteric infections,Rate,2019,1251.5153672998792,1546.9853585059197,1023.4047113923328
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Other infectious diseases,Number,2019,51409753.68326212,66036626.8903373,40668091.17024717
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Other infectious diseases,Percent,2019,0.02027081825492224,0.025833045035997246,0.01633104479121917
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Other infectious diseases,Rate,2019,664.4263488031854,853.4659621664414,525.5997042024306
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Maternal and neonatal disorders,Number,2019,198562793.84748942,232408336.0625292,172372482.74547225
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Maternal and neonatal disorders,Percent,2019,0.07830200036634535,0.0889618672470455,0.06843012452644587
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Maternal and neonatal disorders,Rate,2019,2566.251395349531,3003.6755887380396,2227.7644053759054
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Nutritional deficiencies,Number,2019,49775123.91928983,65839421.787080795,36889949.52230573
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Nutritional deficiencies,Percent,2019,0.019543372669878874,0.024014973256616865,0.015699901617189635
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Nutritional deficiencies,Rate,2019,643.3001809477126,850.9172577410255,476.7705097295483
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Nutritional deficiencies,Number,2019,3777225.0944432076,5243541.8860622905,2628068.30726057
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Nutritional deficiencies,Percent,2019,0.00903690005889844,0.011721055508879943,0.006867653246841984
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Nutritional deficiencies,Rate,2019,264.067041627763,366.5777280630504,183.72911482424684
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2019,56198316.99501294,66981633.768092506,48372281.38710283
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2019,0.022184565954231798,0.026590392350148272,0.01878144251917561
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2019,726.3143643895229,865.6793540696439,625.1696614484466
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Neglected tropical diseases and malaria,Number,2019,1632064.467509877,2120206.419954879,1225664.2455908295
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Neglected tropical diseases and malaria,Percent,2019,0.003918289270592627,0.004816808630419331,0.0031320525412746785
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Neglected tropical diseases and malaria,Rate,2019,114.09816066168413,148.2243241953804,85.68658824125609
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Nutritional deficiencies,Number,2019,1456033.7376528892,1973129.6502431915,1049926.1384815979
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Nutritional deficiencies,Percent,2019,0.004843910176743127,0.005997960152145342,0.003797644864771674
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Nutritional deficiencies,Rate,2019,143.68024466913653,194.7068557407658,103.60587159520902
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Nutritional deficiencies,Number,2019,16197717.41760326,21765779.08043487,11889739.543847075
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Nutritional deficiencies,Percent,2019,0.02595374613425464,0.03282871514482927,0.020110764594388677
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Nutritional deficiencies,Rate,2019,918.2471002225183,1233.9000001921636,674.02823355058
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Non-communicable diseases,Number,2019,341027779.47899073,381471649.9087039,303128777.8296576
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Non-communicable diseases,Percent,2019,0.8197121534253095,0.8286620735701989,0.8110537908552335
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Non-communicable diseases,Rate,2019,23841.36359053206,26668.807798732025,21191.831991023213
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Injuries,Number,2019,42886162.6095496,48524961.39150797,38536714.22874582
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Injuries,Percent,2019,0.10313923792016699,0.10870013553623319,0.09769740710681737
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Injuries,Rate,2019,2998.1856532011448,3392.395920118128,2694.1142944883213
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Other infectious diseases,Number,2019,1739121.4140933168,1993990.1426950404,1531508.892378177
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Other infectious diseases,Percent,2019,0.004185767639551858,0.004766278083374604,0.0037884327503540705
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Other infectious diseases,Rate,2019,121.58254680842924,139.40050297532463,107.06828751928875
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Maternal and neonatal disorders,Number,2019,8867745.344544725,10057170.695190601,7815518.1088411845
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Maternal and neonatal disorders,Percent,2019,0.021361803500599394,0.02445864493944747,0.018570736044178516
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Maternal and neonatal disorders,Rate,2019,619.946977077752,703.1000923221125,546.3854269172505
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Non-communicable diseases,Number,2019,256374664.99211785,291994783.71069896,224312282.16116634
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Non-communicable diseases,Percent,2019,0.8565203394504713,0.865496880482439,0.8463305229019206
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Non-communicable diseases,Rate,2019,25298.846888269592,28813.811713795854,22134.956594592324
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Injuries,Number,2019,28892732.815466378,33553226.144370116,25149211.902780425
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Injuries,Percent,2019,0.09656424093758126,0.1039985942161372,0.09017289161953133
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Injuries,Rate,2019,2851.111765293341,3311.005519441642,2481.7041157660824
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2019,3103976.708416897,3384980.7090265164,2887647.730821667
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2019,0.007478766990860807,0.008280158829046128,0.006795244290941105
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2019,217.00002678658385,236.6451083666337,201.87639721630222
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Respiratory infections and tuberculosis,Number,2019,10313820.934947573,11232595.05948028,9488059.035002101
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Respiratory infections and tuberculosis,Percent,2019,0.02483488209357938,0.026854658096732747,0.02293229478072531
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Respiratory infections and tuberculosis,Rate,2019,721.0425945164831,785.2743940315328,663.3133100403445
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Enteric infections,Number,2019,2639174.7817035113,3333689.598808147,2084490.694375607
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Enteric infections,Percent,2019,0.006332199100441306,0.007392107771585764,0.005467271233956997
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Enteric infections,Rate,2019,184.50557208473091,233.05933007740924,145.72742613993165
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Non-communicable diseases,Number,2019,346083882.4332374,390722113.9662068,303579881.5554208
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Non-communicable diseases,Percent,2019,0.5562348323711233,0.5786268850609093,0.5308045649972047
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Non-communicable diseases,Rate,2019,19619.46324194451,22150.00045329656,17209.915368767342
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Neglected tropical diseases and malaria,Number,2019,208706.93247287587,282686.54364999454,149604.630255217
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Neglected tropical diseases and malaria,Percent,2019,0.0006952201439951411,0.0008896485459401512,0.000538402419920931
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Neglected tropical diseases and malaria,Rate,2019,20.5950331687963,27.89528202950642,14.76286525706151
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Non-communicable diseases,Number,2019,176547839.80112326,201405569.96786004,152952284.5654469
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Non-communicable diseases,Percent,2019,0.3442576767575203,0.37446145342395076,0.3107319435235407
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Non-communicable diseases,Rate,2019,15642.021281022047,17844.39965452124,13551.470767632884
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Non-communicable diseases,Number,2019,499180953.79069823,561524835.2888471,440038035.96618897
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Non-communicable diseases,Percent,2019,0.7273486168140959,0.7427933051545553,0.711681886700112
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Non-communicable diseases,Rate,2019,20829.010420714392,23430.394442944526,18361.191001076273
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2019,750587.0600461861,920520.7616802172,615873.855920829
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2019,0.0025092509576514414,0.0029535502179960644,0.0021369997865049125
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2019,74.06733075207998,90.83625251323922,60.773939515077664
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Respiratory infections and tuberculosis,Number,2019,6173515.887805823,6840367.853624976,5495278.247092308
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Respiratory infections and tuberculosis,Percent,2019,0.020676681331480325,0.02289765474152319,0.018251604164596896
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Respiratory infections and tuberculosis,Rate,2019,609.197610117603,675.0020287442214,542.2696621988803
